path,temperature,humidity,rainfall
lab/train/Septoria_leaf_spot/2240ebae-0c54-4eff-a068-1c3f58ee05a7___Matt.S_CG 1035.JPG,22.73,81.7,9.13
lab/train/Septoria_leaf_spot/231f9534-833a-48b3-9da1-d3c4be1747e9___JR_Sept.L.S 2475.JPG,23.73,73.56,12.91
lab/train/Septoria_leaf_spot/23af22d9-856c-41ba-a63d-9643b1ef9156___Matt.S_CG 1091.JPG,26.75,72.24,6.15
lab/train/Septoria_leaf_spot/249ab309-d471-409d-a4ea-e82d74709c6e___JR_Sept.L.S 8552.JPG,22.35,74.88,5.97
lab/train/Septoria_leaf_spot/2567c820-aa63-490c-8e47-921b85164728___Matt.S_CG 7447.JPG,21.06,86.04,8.01
lab/train/Septoria_leaf_spot/25b6cc2a-d883-4e3f-9caa-738e5ec35e30___JR_Sept.L.S 8465.JPG,26.33,72.46,5.39
lab/train/Septoria_leaf_spot/26b5797e-695b-4014-a0fb-a2e0e11a88f3___Matt.S_CG 7845.JPG,20.64,72.69,13.39
lab/train/Septoria_leaf_spot/26f9e49d-d900-4607-96c4-3139ba4db3d5___Matt.S_CG 6067.JPG,24.54,73.51,12.89
lab/train/Septoria_leaf_spot/27c7ab66-e5fe-477e-8aab-4ece72a04843___JR_Sept.L.S 8432.JPG,26.57,86.64,6.49
lab/train/Septoria_leaf_spot/281da113-7611-44bf-9df7-b742fcbce900___JR_Sept.L.S 8568.JPG,27.61,85.89,8.98
lab/train/Septoria_leaf_spot/28658cdf-b9a4-4f11-8e50-3793211600f3___Matt.S_CG 6487.JPG,20.79,89.1,10.21
lab/train/Septoria_leaf_spot/28ac876e-4b48-4486-b40a-d4fad31f6880___Keller.St_CG 1805.JPG,26.75,76.68,5.22
lab/train/Septoria_leaf_spot/2987271e-1fdf-4e7c-9c88-bbb4a50b98d3___JR_Sept.L.S 2525.JPG,27.67,73.89,11.36
lab/train/Septoria_leaf_spot/2a7760ee-1b7c-437d-8f47-b6a65c6a3d9c___JR_Sept.L.S 2569.JPG,23.27,82.12,8.2
lab/train/Septoria_leaf_spot/2b400c69-36a9-4b78-90a0-3702cd38c896___Matt.S_CG 6876.JPG,23.21,79.09,14.3
lab/train/Septoria_leaf_spot/2b63b39d-7d3b-4421-9d68-b81b0862977b___Keller.St_CG 2025.JPG,20.28,84.6,12.41
lab/train/Septoria_leaf_spot/2c6932ac-9d51-4af0-93a9-89b639fb9c12___Keller.St_CG 1920.JPG,22.37,79.86,10.45
lab/train/Septoria_leaf_spot/2d640131-6b73-4b67-bb77-00266ff41bb8___JR_Sept.L.S 8531.JPG,27.4,77.88,8.89
lab/train/Septoria_leaf_spot/2e8ffaaa-1ddd-436d-8672-b3274acf0067___Matt.S_CG 7806.JPG,20.5,84.77,13.52
lab/train/Septoria_leaf_spot/2eb010be-cfb9-40cf-9b69-0521e5ecf2a1___Matt.S_CG 1263.JPG,26.76,88.92,6.55
lab/train/Septoria_leaf_spot/2f4afdee-f957-400f-8515-4ea92173d00d___Matt.S_CG 0667.JPG,24.15,78.99,12.55
lab/train/Septoria_leaf_spot/2fed0190-d484-415f-9ae2-84707eb8a294___Matt.S_CG 1617.JPG,21.63,87.89,12.15
lab/train/Septoria_leaf_spot/305388b4-9b47-499c-bbd5-4bf9db035da9___Matt.S_CG 2569.JPG,23.56,73.63,11.53
lab/train/Septoria_leaf_spot/3074b681-d17e-4c2d-85a0-6e5d207aa888___JR_Sept.L.S 8516.JPG,23.35,77.6,8.93
lab/train/Septoria_leaf_spot/318530ca-975c-482f-b3cf-bdf6435f09d1___JR_Sept.L.S 8510.JPG,22.22,75.68,10.74
lab/train/Septoria_leaf_spot/31aa2d68-efd3-4b8a-a320-1ebb2dc7a4dd___Matt.S_CG 7571.JPG,27.36,78.97,8.85
lab/train/Septoria_leaf_spot/33955624-749a-442a-bf18-6d7a21130d72___JR_Sept.L.S 8398.JPG,26.87,70.33,9.75
lab/train/Septoria_leaf_spot/34406ab3-1cfb-4ae4-bd6e-85355247d251___Matt.S_CG 7430.JPG,20.66,78.1,7.06
lab/train/Septoria_leaf_spot/351f1c94-36f5-44a6-9cc2-0766e8db5cfd___Matt.S_CG 1465.JPG,21.95,74.76,13.58
lab/train/Septoria_leaf_spot/35624b1d-4848-4ccc-8554-76cc8f37fb34___JR_Sept.L.S 2599.JPG,22.85,81.75,7.24
lab/train/Septoria_leaf_spot/35f57bb6-7d8d-439c-aa62-7640a1936e47___Matt.S_CG 7616.JPG,23.64,75.02,7.26
lab/train/Septoria_leaf_spot/36d0b778-94d1-4475-a513-d0611131a996___Keller.St_CG 1892.JPG,20.55,86.64,10.77
lab/train/Septoria_leaf_spot/38c97982-c658-43c9-8641-bfbe851ef61c___Keller.St_CG 1955.JPG,25.9,74.48,11.93
lab/train/Septoria_leaf_spot/38cd312a-88ac-490c-a95c-0bddee777154___JR_Sept.L.S 2469.JPG,27.42,79.98,9.2
lab/train/Septoria_leaf_spot/3e36cafb-f2f4-4c51-9853-85fd7f1eb817___Keller.St_CG 1795.JPG,26.35,81.67,14.43
lab/train/Septoria_leaf_spot/40373753-a07a-4ccf-b844-3324278d2b54___Keller.St_CG 1903.JPG,24.84,76.75,6.55
lab/train/Septoria_leaf_spot/408ab142-3395-4a81-b90a-48b610336cea___Matt.S_CG 1556.JPG,25.93,89.19,10.86
lab/train/Septoria_leaf_spot/4098a908-25be-4759-9248-bf5d66844081___Matt.S_CG 6650.JPG,26.64,78.07,12.08
lab/train/Septoria_leaf_spot/417da1b3-d80b-4381-b439-bb876b0d3e62___Matt.S_CG 1674.JPG,22.24,75.91,8.11
lab/train/Septoria_leaf_spot/41efe5a6-94ca-4761-8543-fd42b09dc4a8___Matt.S_CG 6303.JPG,21.72,85.86,7.86
lab/train/Septoria_leaf_spot/42184af4-cb8b-4287-b000-04fa630a167f___Matt.S_CG 2424.JPG,25.8,88.81,8.07
lab/train/Septoria_leaf_spot/430dab60-e5fe-4a57-be67-e77bd91f9fda___Keller.St_CG 1772.JPG,24.49,88.12,14.7
lab/train/Septoria_leaf_spot/45776444-6428-486a-bb79-c1e1cbde4994___Matt.S_CG 7569.JPG,22.42,76.4,12.91
lab/train/Septoria_leaf_spot/47059235-9299-4d05-98d7-ea2ae09768fd___JR_Sept.L.S 8459.JPG,22.31,79.5,14.48
lab/train/Septoria_leaf_spot/47540ec0-31bf-4ad5-84e9-601d0d0829e4___Matt.S_CG 6002.JPG,22.22,79.66,13.77
lab/train/Septoria_leaf_spot/47a6059f-5127-4e38-88c9-47c6c9ce35f1___Matt.S_CG 7707.JPG,26.02,77.77,8.21
lab/train/Septoria_leaf_spot/47b7c127-2842-42ef-8deb-fffeb63eff5b___Matt.S_CG 6159.JPG,23.6,71.59,5.3
lab/train/Septoria_leaf_spot/491d430e-fdc0-4235-8632-bf41b3455fc5___Matt.S_CG 7784.JPG,22.33,87.55,5.25
lab/train/Septoria_leaf_spot/4c17268b-94cd-4cc6-979a-d84a81c9fa7f___Matt.S_CG 1503.JPG,24.3,80.62,13.52
lab/train/Septoria_leaf_spot/4e868db4-c951-461f-ab77-562aa6456746___JR_Sept.L.S 8553.JPG,20.41,77.05,12.68
lab/train/Septoria_leaf_spot/4ebf92f9-6f78-4a23-a244-35c89106ea18___Keller.St_CG 1808.JPG,25.98,86.6,8.28
lab/train/Septoria_leaf_spot/4f35adfa-03b3-4562-b970-19548dda84d1___Matt.S_CG 2457.JPG,23.37,84.98,8.35
lab/train/Septoria_leaf_spot/4ff7ff02-1fce-4994-bea2-bc46bd60fa4f___JR_Sept.L.S 8501.JPG,24.89,75.18,6.25
lab/train/Septoria_leaf_spot/502e3bfa-f315-4be7-988f-be4b495cf8c5___Matt.S_CG 7640.JPG,22.17,75.08,8.73
lab/train/Septoria_leaf_spot/51327622-586d-47db-9c80-e1c0289bb0b1___Matt.S_CG 6450.JPG,27.5,72.7,13.9
lab/train/Septoria_leaf_spot/515d2953-6f85-4c09-b259-4c867b9e9fb2___Matt.S_CG 6217.JPG,25.79,80.42,11.2
lab/train/Septoria_leaf_spot/5200301e-a744-45d6-acd7-1b9d254d279d___JR_Sept.L.S 8374.JPG,24.18,80.76,5.53
lab/train/Septoria_leaf_spot/5218d91e-425f-41f9-bbaf-29098cb34cc7___Matt.S_CG 6218.JPG,23.21,80.25,6.54
lab/train/Septoria_leaf_spot/52db895b-cdf5-4f06-8da7-d24c5701be62___Matt.S_CG 2687.JPG,25.34,75.66,14.4
lab/train/Septoria_leaf_spot/53f8a06e-20f1-4433-b558-01f7e5d14dba___Matt.S_CG 0730.JPG,23.12,73.18,14.35
lab/train/Septoria_leaf_spot/5418736d-c947-4cdc-b82c-692de712880a___JR_Sept.L.S 2619.JPG,21.32,84.37,14.5
lab/train/Septoria_leaf_spot/546a14dd-fe94-4651-82bb-012f6fbf53a7___Matt.S_CG 6675.JPG,20.07,88.43,5.44
lab/train/Septoria_leaf_spot/54e9c79f-bcce-4744-b5e0-be176d879a30___JR_Sept.L.S 8349.JPG,20.13,89.04,14.32
lab/train/Septoria_leaf_spot/5521170e-a89f-4bb5-aa54-224a9d278d36___Keller.St_CG 1913.JPG,23.03,83.38,12.2
lab/train/Septoria_leaf_spot/557ea0dc-f4bd-416f-9faa-e0c894c9d440___Matt.S_CG 7564.JPG,25.58,85.98,11.8
lab/train/Septoria_leaf_spot/55e8b4dd-0a94-4be5-895c-40e280bf7408___Keller.St_CG 1817.JPG,27.65,70.93,7.14
lab/train/Septoria_leaf_spot/56d9c252-fe48-4a39-8264-8bfce1f8ba2a___JR_Sept.L.S 2562.JPG,23.26,76.91,13.4
lab/train/Septoria_leaf_spot/57f2b102-2002-4421-b303-13d75a164fd9___Matt.S_CG 7694.JPG,22.04,87.43,12.82
lab/train/Septoria_leaf_spot/59a17e56-9717-4eaa-857d-e7511f00b633___Matt.S_CG 1027.JPG,26.22,85.87,7.26
lab/train/Septoria_leaf_spot/5be70ee0-f463-488c-b0e5-377994a0cf45___JR_Sept.L.S 2502.JPG,20.42,73.24,13.59
lab/train/Septoria_leaf_spot/5d323cba-03e6-402c-b2fd-19d00f751c31___Matt.S_CG 6742.JPG,22.89,77.48,14.83
lab/train/Septoria_leaf_spot/5e94a35b-bce1-4db7-a31d-86a73847e4c2___Matt.S_CG 1065.JPG,27.7,75.78,5.21
lab/train/Septoria_leaf_spot/5f021626-60b3-40a4-8c2c-11a53d93b0ca___Matt.S_CG 7586.JPG,25.44,89.75,13.12
lab/train/Septoria_leaf_spot/5f6a639a-a545-4778-b5e8-c45a62cacfe2___Matt.S_CG 0812.JPG,21.19,71.77,10.84
lab/train/Septoria_leaf_spot/63f2b877-9787-4da3-af27-350609736524___Matt.S_CG 2863.JPG,20.06,86.31,11.72
lab/train/Septoria_leaf_spot/63ff8ff8-0b4e-4587-8dd0-6961c34b370a___JR_Sept.L.S 2686.JPG,23.98,75.53,10.18
lab/train/Septoria_leaf_spot/6423beae-af76-4630-a3e4-f59977457971___Keller.St_CG 1900.JPG,25.9,72.07,5.78
lab/train/Septoria_leaf_spot/67d141c6-be7a-4f3d-9c4f-b667ca41ebd4___Keller.St_CG 1838.JPG,26.23,79.53,6.96
lab/train/Septoria_leaf_spot/681a274a-abbf-4498-bb37-02192cc336a9___Matt.S_CG 6333.JPG,23.04,87.95,12.69
lab/train/Septoria_leaf_spot/690452d3-64f5-474c-ba18-1f4e5f330da6___Matt.S_CG 7738.JPG,22.58,83.19,14.74
lab/train/Septoria_leaf_spot/694af91d-fa2c-4bdd-a1b4-0ebacc3a2cca___Matt.S_CG 1588.JPG,21.01,83.39,10.77
lab/train/Septoria_leaf_spot/698e8882-1c94-496e-a920-1cfbf5bb25ae___JR_Sept.L.S 2666.JPG,21.41,87.25,7.23
lab/train/Septoria_leaf_spot/6a4518f8-37a5-4c96-ab5d-5cb75f6e24b2___JR_Sept.L.S 8444.JPG,23.51,76.16,11.03
lab/train/Septoria_leaf_spot/6bb03663-2989-4c0b-8aba-bedc9e3430eb___JR_Sept.L.S 2607.JPG,20.22,85.63,9.06
lab/train/Septoria_leaf_spot/6cd819ce-a0e5-46b4-b0ed-1991580f0fd4___Matt.S_CG 2493.JPG,24.84,87.31,6.81
lab/train/Septoria_leaf_spot/6de3f347-a423-4c54-aa6f-bd80efa674e2___Matt.S_CG 6164.JPG,21.67,73.52,13.91
lab/train/Septoria_leaf_spot/6e179382-44e9-4032-b6cb-81c631134922___JR_Sept.L.S 8359.JPG,22.5,78.32,6.79
lab/train/Septoria_leaf_spot/6ff464c8-6ac2-451e-99e4-6135aecf869d___JR_Sept.L.S 8392.JPG,26.83,80.0,8.51
lab/train/Septoria_leaf_spot/71392ad4-37de-4edf-8ac9-a4e01f1a6eaa___Matt.S_CG 6812.JPG,27.13,86.52,10.72
lab/train/Septoria_leaf_spot/74b9ed1b-042f-4b13-a31b-ec57a0c0b409___JR_Sept.L.S 8350.JPG,21.92,83.36,13.1
lab/train/Septoria_leaf_spot/758a564e-79cd-44c3-a43f-822955465692___Matt.S_CG 2601.JPG,26.61,85.32,8.92
lab/train/Septoria_leaf_spot/762a8298-be97-4967-b780-999e25e7ee5c___Matt.S_CG 7682.JPG,26.36,76.41,8.46
lab/train/Septoria_leaf_spot/76a87c46-71c4-455a-b194-233598284b19___Matt.S_CG 7648.JPG,27.38,74.88,5.11
lab/train/Septoria_leaf_spot/77a797bd-1d48-4235-b609-5fceedd51104___Matt.S_CG 1307.JPG,22.17,79.99,9.32
lab/train/Septoria_leaf_spot/78db5bcd-4272-465a-a9e5-9d6e4284dbbd___Matt.S_CG 2665.JPG,23.15,74.54,6.81
lab/train/Septoria_leaf_spot/7a21a34c-b9a4-4a3a-8413-da52065d6415___Matt.S_CG 6773.JPG,20.91,89.6,11.04
lab/train/Septoria_leaf_spot/7a54f605-84c0-4344-8fbd-69bd6b34eebd___JR_Sept.L.S 8547.JPG,23.87,79.79,5.19
lab/train/Septoria_leaf_spot/7acd10ed-a101-4467-856a-f3483493182a___Keller.St_CG 1862.JPG,20.89,80.18,8.53
lab/train/Septoria_leaf_spot/7b0a795b-c370-40fe-b7ab-8308f73bee07___Matt.S_CG 6691.JPG,26.87,72.07,9.56
lab/train/Septoria_leaf_spot/7cf8bfef-e8d7-406b-b27c-e5e545096545___JR_Sept.L.S 8427.JPG,24.91,79.08,12.12
lab/train/Septoria_leaf_spot/7dedb154-b3a3-4f5c-b529-9c44d4e3cd23___Matt.S_CG 7375.JPG,20.31,83.57,5.72
lab/train/Septoria_leaf_spot/7ed442ab-2005-4fe8-98a6-82b1b4d7f1a9___Keller.St_CG 1843.JPG,27.69,73.31,11.21
lab/train/Septoria_leaf_spot/7f851bf4-b472-4dc3-b7d5-23e877cf6547___Matt.S_CG 7802.JPG,23.02,87.54,9.6
lab/train/Septoria_leaf_spot/8104562f-81d4-478f-b767-c5d65ae601cb___JR_Sept.L.S 8404.JPG,22.13,82.45,12.57
lab/train/Septoria_leaf_spot/8189e9b5-8cd7-4611-a4c0-afbc9e0db948___JR_Sept.L.S 2602.JPG,20.17,75.37,14.79
lab/train/Septoria_leaf_spot/82946234-504f-4bc0-b98e-ec8d2bbfc2d4___Matt.S_CG 7715.JPG,25.68,72.81,6.2
lab/train/Septoria_leaf_spot/82f42bc1-a98e-42b3-aa2a-bbdb07ef71b4___Matt.S_CG 7661.JPG,20.2,77.35,5.33
lab/train/Septoria_leaf_spot/83b691d5-053c-4f0b-9753-d4880dbefc76___JR_Sept.L.S 2513.JPG,24.19,73.03,5.56
lab/train/Septoria_leaf_spot/83cf2026-6466-4b9e-b5ec-f22f35811473___JR_Sept.L.S 2724.JPG,27.99,74.45,14.41
lab/train/Septoria_leaf_spot/84836cba-6362-4e3b-b86c-d84f91d186ce___JR_Sept.L.S 2499.JPG,26.7,87.95,9.3
lab/train/Septoria_leaf_spot/8658b25b-ee75-49e0-b4dd-13093e09a299___Matt.S_CG 1365.JPG,23.72,84.74,11.24
lab/train/Septoria_leaf_spot/87884ea0-dceb-421c-b6c1-a876232cd142___Matt.S_CG 1019.JPG,24.79,78.44,8.77
lab/train/Septoria_leaf_spot/88e591ff-3daa-4c31-ad6a-97ee433b57cd___Matt.S_CG 1270.JPG,27.25,87.55,6.34
lab/train/Septoria_leaf_spot/8b676993-b491-4580-ab66-d620c060d79e___Matt.S_CG 7456.JPG,22.66,80.43,13.22
lab/train/Septoria_leaf_spot/8b9ca191-719d-40cf-9077-89d9534dee6b___JR_Sept.L.S 8457.JPG,27.3,86.99,9.25
lab/train/Septoria_leaf_spot/8cbaba7f-8b0b-4eea-a4ed-afd375a7c55a___JR_Sept.L.S 2720.JPG,22.89,72.89,12.42
lab/train/Septoria_leaf_spot/8d9de432-48bb-4a21-9288-6ea97064edb8___Keller.St_CG 1917.JPG,26.96,82.96,9.74
lab/train/Septoria_leaf_spot/8e31852e-12b6-413d-9f09-c4d7608326b5___JR_Sept.L.S 2487.JPG,23.17,85.63,7.6
lab/train/Septoria_leaf_spot/8e5a724e-60a2-4cb7-9c77-639c36739b20___Matt.S_CG 7398.JPG,27.12,73.17,13.57
lab/train/Septoria_leaf_spot/8e674c81-54a9-4da9-b764-db74f3f377fc___Matt.S_CG 6791.JPG,27.3,78.01,8.22
lab/train/Septoria_leaf_spot/8f2c9096-f0af-4f68-a0cb-9343ac4eacb2___Matt.S_CG 1228.JPG,24.26,80.03,7.37
lab/train/Septoria_leaf_spot/8f4a967e-a423-42a1-9e61-b665ff9b9cf9___Matt.S_CG 2606.JPG,27.57,89.19,9.02
lab/train/Septoria_leaf_spot/8fdc83d8-f6f8-481d-bd09-e1baecddc6cf___JR_Sept.L.S 2611.JPG,20.51,73.15,14.74
lab/train/Septoria_leaf_spot/90aea036-5a0f-49da-b344-118c8b108c84___Matt.S_CG 7767.JPG,23.34,79.3,9.25
lab/train/Septoria_leaf_spot/9190b657-36a1-44b5-811d-e47093babc6b___Matt.S_CG 2554.JPG,27.96,84.82,13.13
lab/train/Septoria_leaf_spot/939b8ab2-3d4d-4ee3-8677-18e29f2f8bc3___Matt.S_CG 1651.JPG,27.63,80.81,5.93
lab/train/Septoria_leaf_spot/944d1a18-653e-4f97-9ecb-ed8de360de7a___Matt.S_CG 0663.JPG,22.69,73.74,9.5
lab/train/Septoria_leaf_spot/9472f447-6fe5-40f2-a25a-847323e8ca6c___JR_Sept.L.S 2624.JPG,21.51,72.43,13.02
lab/train/Septoria_leaf_spot/962119e0-4165-4c4e-bf7e-fd68f89e4e6b___Keller.St_CG 2016.JPG,25.72,85.45,11.96
lab/train/Septoria_leaf_spot/963a7271-22fd-4c29-bb0a-da24ccd085fa___Keller.St_CG 1821.JPG,26.61,70.76,8.06
lab/train/Septoria_leaf_spot/9784efc5-3e57-4d12-9912-9a06cb6d56fb___Keller.St_CG 1863.JPG,25.32,76.42,5.31
lab/train/Septoria_leaf_spot/99ec3521-b951-40f9-a5b4-d80cfc1f9e68___Keller.St_CG 1891.JPG,23.29,86.06,11.89
lab/train/Septoria_leaf_spot/9a453d1c-52cd-4ff5-8114-fdb1231a3789___Keller.St_CG 1859.JPG,22.23,74.88,8.95
lab/train/Septoria_leaf_spot/9aa8aa5c-9771-49c7-b5b5-e0a1128ff76b___JR_Sept.L.S 2702.JPG,20.2,86.07,8.85
lab/train/Septoria_leaf_spot/9b18c916-ef3f-42e2-88f3-172b48bdc325___JR_Sept.L.S 2576.JPG,25.37,70.29,8.84
lab/train/Septoria_leaf_spot/9d10152c-26ee-453a-92db-33836cabdd4f___Keller.St_CG 1889.JPG,23.07,76.0,8.21
lab/train/Septoria_leaf_spot/9d74964a-cca9-4a0c-9193-efb5be233f6f___JR_Sept.L.S 8375.JPG,21.19,74.95,13.86
lab/train/Septoria_leaf_spot/9eb517fe-cc34-41d9-9ab8-fb638146707a___Matt.S_CG 7737.JPG,21.99,74.56,8.63
lab/train/Septoria_leaf_spot/9fedd168-0c92-4620-8dd1-28c28ba94844___JR_Sept.L.S 2559.JPG,26.43,84.35,8.42
lab/train/Septoria_leaf_spot/a0268a59-6f6e-4f65-973a-a282a1d078fd___Matt.S_CG 0972.JPG,21.44,78.33,6.54
lab/train/Septoria_leaf_spot/a05152d0-46be-4016-b398-8c3edd794070___Matt.S_CG 6848.JPG,21.58,78.48,11.5
lab/train/Septoria_leaf_spot/a06020fc-7c74-4cc8-bd8f-9a18d7731857___Matt.S_CG 6750.JPG,22.1,81.07,7.31
lab/train/Septoria_leaf_spot/a0a1df7a-5ffe-42b6-a055-fb19f91add93___Matt.S_CG 7716.JPG,26.88,71.4,11.83
lab/train/Septoria_leaf_spot/a11dad0c-2ed0-4d57-bd0b-0b19a0d7f17c___Matt.S_CG 2622.JPG,21.45,83.91,13.64
lab/train/Septoria_leaf_spot/a13ce2fb-5b13-4dec-a2e4-417dc3f3a817___JR_Sept.L.S 8485.JPG,27.13,76.97,14.75
lab/train/Septoria_leaf_spot/a18876cb-29aa-414e-8129-6008064a1af5___Matt.S_CG 6423.JPG,21.89,78.77,7.39
lab/train/Septoria_leaf_spot/a35eec16-f8d0-4caa-8c5a-d4f05658e287___Keller.St_CG 1952.JPG,24.25,85.01,13.45
lab/train/Septoria_leaf_spot/a3938779-9d9f-4e45-a397-7b5abd13f6ba___JR_Sept.L.S 2700.JPG,22.28,88.52,5.58
lab/train/Septoria_leaf_spot/a39b7724-9f6b-4d58-a80c-d9dcea99defe___Matt.S_CG 6184.JPG,22.07,71.08,8.57
lab/train/Septoria_leaf_spot/a46ff722-2186-4645-9018-01e8e20cfa2a___Matt.S_CG 6511.JPG,20.36,71.15,12.71
lab/train/Septoria_leaf_spot/a6e00d31-f88a-4e11-98e1-d3897a0d5684___Keller.St_CG 1822.JPG,25.82,80.89,7.05
lab/train/Septoria_leaf_spot/a74f9277-a6c1-49da-81a6-bfd49db22df2___Matt.S_CG 6494.JPG,23.65,79.03,8.4
lab/train/Septoria_leaf_spot/a885be53-67e7-4897-b0ee-179971cd7976___Matt.S_CG 1642.JPG,22.49,70.05,12.08
lab/train/Septoria_leaf_spot/a90aa234-3af2-4fe7-b8eb-415427e16700___Matt.S_CG 2484.JPG,22.56,87.53,5.81
lab/train/Septoria_leaf_spot/a9f7e7d6-cb65-4fcf-961d-7a7900bbed6d___Matt.S_CG 7758.JPG,25.53,73.35,10.42
lab/train/Septoria_leaf_spot/aa1d512a-2d97-4f5c-a9f5-f2698f50b120___Matt.S_CG 6608.JPG,27.69,79.79,14.68
lab/train/Septoria_leaf_spot/abd969f8-a573-4b5d-b5f2-32f33e6b1374___JR_Sept.L.S 8559.JPG,25.55,86.66,5.38
lab/train/Septoria_leaf_spot/ac69040d-afbe-4ce7-a69c-49e755822981___Matt.S_CG 7815.JPG,27.66,76.29,6.82
lab/train/Septoria_leaf_spot/acb8c617-8f07-44b5-95bc-74c11726ace7___JR_Sept.L.S 2660.JPG,21.82,82.82,12.96
lab/train/Septoria_leaf_spot/adc5ed07-d23a-433f-9cc9-2fd666efb8d0___Keller.St_CG 1868.JPG,22.75,87.84,8.94
lab/train/Septoria_leaf_spot/ade7f196-3468-401a-863e-8e9c026c213b___Matt.S_CG 6516.JPG,27.25,88.44,6.75
lab/train/Septoria_leaf_spot/af153da7-b5bb-48a2-a606-2788b2fca28a___Matt.S_CG 2558.JPG,26.15,77.99,11.12
lab/train/Septoria_leaf_spot/af99c5cd-5368-4d0e-9a34-daa6ec616d80___Matt.S_CG 6120.JPG,23.14,88.6,14.73
lab/train/Septoria_leaf_spot/b06c3d4e-04cf-4eff-82fa-4553264a21e0___JR_Sept.L.S 2615.JPG,27.19,89.37,8.77
lab/train/Septoria_leaf_spot/b09cc616-1774-4fd0-8d00-c4967daa0e71___JR_Sept.L.S 2698.JPG,22.3,83.78,11.85
lab/train/Septoria_leaf_spot/b0e900f0-d8b8-4efe-a447-4cd4340417d3___Matt.S_CG 7582.JPG,20.17,73.94,5.43
lab/train/Septoria_leaf_spot/b17ef6a5-face-416c-82e7-2cce4b30eea2___Matt.S_CG 6242.JPG,20.07,73.39,9.51
lab/train/Septoria_leaf_spot/b2fde426-21a4-4478-aa90-2924a65948d9___Matt.S_CG 7698.JPG,27.03,76.98,13.19
lab/train/Septoria_leaf_spot/b37047b7-2e50-4b67-8a37-bf9aa243b53e___Matt.S_CG 2632.JPG,20.74,72.34,9.18
lab/train/Septoria_leaf_spot/b459b9c8-30e2-4a65-be28-53d80243cac2___Keller.St_CG 1797.JPG,21.32,88.5,12.21
lab/train/Septoria_leaf_spot/b57b5e78-5d2c-4e9d-9e53-f9becb02e6a7___Keller.St_CG 1842.JPG,20.46,79.17,5.09
lab/train/Septoria_leaf_spot/b6905f0b-a167-4b6c-a72b-3c6c187d8032___Matt.S_CG 6046.JPG,22.23,87.32,12.73
lab/train/Septoria_leaf_spot/b70775c5-59bc-4204-af05-a420ef373667___JR_Sept.L.S 2693.JPG,22.59,81.33,6.57
lab/train/Septoria_leaf_spot/b87ed565-d3b3-4f69-9a9e-9b742e376110___JR_Sept.L.S 8403.JPG,27.04,77.95,12.11
lab/train/Septoria_leaf_spot/b89c2f63-53ee-4454-87b0-013f0974e8c3___Matt.S_CG 6605.JPG,25.01,75.65,7.76
lab/train/Septoria_leaf_spot/b8f26cf7-692f-4f77-bbe5-e6ba091ac2cb___Keller.St_CG 1941.JPG,20.39,86.88,13.28
lab/train/Septoria_leaf_spot/b920869f-134b-42ac-813e-74beb0083fdc___Matt.S_CG 7468.JPG,22.82,86.84,10.94
lab/train/Septoria_leaf_spot/bae6002f-a8f1-4229-aaf3-024feb50c7d8___Matt.S_CG 6674.JPG,25.51,77.39,13.19
lab/train/Septoria_leaf_spot/bb3dc68f-0ade-4bb8-8c27-e2ff3529a20d___JR_Sept.L.S 2671.JPG,26.08,74.65,9.29
lab/train/Septoria_leaf_spot/bc46127b-1990-4574-9d9d-8cdcb65a018b___Matt.S_CG 1525.JPG,27.99,86.21,11.26
lab/train/Septoria_leaf_spot/bc9fa92b-2ed1-40b2-96b6-eb15bff4c323___Matt.S_CG 1256.JPG,21.3,77.52,6.71
lab/train/Septoria_leaf_spot/bd436afc-9c1f-4fd0-acaf-64da1b1ef331___Matt.S_CG 7497.JPG,23.61,80.18,13.15
lab/train/Septoria_leaf_spot/beb68b2e-8410-4421-ac36-2ee33bf6e69a___Matt.S_CG 0871.JPG,23.65,85.19,6.66
lab/train/Septoria_leaf_spot/bf4d8522-a43c-40ee-afd2-d5fb78ac3630___Matt.S_CG 6354.JPG,27.77,70.68,10.99
lab/train/Septoria_leaf_spot/bfba7874-d314-4594-8abe-ba74da25c523___Keller.St_CG 1983.JPG,21.88,87.25,11.94
lab/train/Septoria_leaf_spot/c06b8139-8834-4755-b335-d1041d082aae___JR_Sept.L.S 2536.JPG,23.66,86.15,11.25
lab/train/Septoria_leaf_spot/c091e80e-2855-4736-8289-6d9c5fc142d0___JR_Sept.L.S 8555.JPG,20.23,74.06,13.17
lab/train/Septoria_leaf_spot/c237bdbd-ca4e-4cd8-b1bc-77b0511944da___JR_Sept.L.S 2606.JPG,23.13,72.89,8.29
lab/train/Septoria_leaf_spot/c54cd0ca-8eaa-4b3d-88bd-5f4554c82b6e___Matt.S_CG 6360.JPG,27.03,77.97,6.33
lab/train/Septoria_leaf_spot/c55b187d-939e-4394-8306-d310764c30f6___Matt.S_CG 2479.JPG,20.13,82.7,11.46
lab/train/Septoria_leaf_spot/c57b7d7a-c5dd-4866-9a7f-3ad5e356e992___Matt.S_CG 6593.JPG,25.34,81.3,13.41
lab/train/Septoria_leaf_spot/c66d82d9-a895-42ae-a7fb-a93917e3f10d___Matt.S_CG 6813.JPG,22.51,88.35,14.21
